14201,5,1,2,1,0,0,0,0,1,-99,0,1,-99,-99,-99,-99,0
14203,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14204,4,1,5,1,0,0,0,1,-99,-99,0,0,0,0,1,-99,0
14205,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,1
14206,4,1,6,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0
14207,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14208,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14209,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14210,2,1,6,0,0,1,-99,-99,-99,-99,0,0,0,0,0,0,1
14211,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14212,6,0,1,1,0,0,0,0,0,0,1,-99,-99,-99,-99,-99,1
14213,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14214,4,1,6,0,0,0,0,1,-99,-99,0,0,0,0,0,0,1
14215,2,1,6,0,0,1,-99,-99,-99,-99,0,0,0,0,0,0,1
14301,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14303,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14305,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14306,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14307,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14308,2,1,2,1,0,1,-99,-99,-99,-99,0,1,-99,-99,-99,-99,1
14309,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,0
14310,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14311,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14313,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14314,3,1,3,1,0,0,1,-99,-99,-99,0,0,1,-99,-99,-99,0
14315,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14316,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,1
14317,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14318,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14319,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14320,4,1,6,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0
14321,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14322,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14323,4,1,4,1,0,0,0,1,-99,-99,0,0,0,1,-99,-99,0
14324,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14325,2,1,5,1,0,1,-99,-99,-99,-99,0,0,0,0,1,-99,0
14326,2,1,6,0,0,1,-99,-99,-99,-99,0,0,0,0,0,0,1
14327,2,1,6,0,0,1,-99,-99,-99,-99,0,0,0,0,0,0,0
14328,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14329,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,1
14330,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14331,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14401,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14402,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14403,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14404,4,1,6,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0
14405,1,1,5,1,1,-99,-99,-99,-99,-99,0,0,0,0,1,-99,0
14406,3,1,6,0,0,0,1,-99,-99,-99,0,0,0,0,0,0,0
14408,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14409,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14410,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14411,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14412,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14413,2,1,1,1,0,1,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,0
14414,4,1,6,0,0,0,0,1,-99,-99,0,0,0,0,0,0,0
14415,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14416,3,1,3,1,0,0,1,-99,-99,-99,0,0,1,-99,-99,-99,0
14417,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14418,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14419,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,0
14420,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14421,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14422,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14423,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14424,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14425,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14426,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14427,1,1,2,1,1,-99,-99,-99,-99,-99,0,1,-99,-99,-99,-99,0
14428,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14429,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14430,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14431,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,0
14432,1,1,6,0,1,-99,-99,-99,-99,-99,0,0,0,0,0,0,1
14433,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14501,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14502,3,1,6,0,0,0,1,-99,-99,-99,0,0,0,0,0,0,1
14504,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14505,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,1
14507,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
14510,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14512,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14514,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14515,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14517,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14518,3,1,6,0,0,0,1,-99,-99,-99,0,0,0,0,0,0,0
14521,2,1,6,0,0,1,-99,-99,-99,-99,0,0,0,0,0,0,1
14523,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14524,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14525,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14526,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,1
14527,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14528,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14529,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14530,5,1,6,0,0,0,0,0,1,-99,0,0,0,0,0,0,0
